id;grade_id;division_id;taux_horaire;salaire_base;date_effet;date_fin_effet;statut;created_at;updated_at
ac07f4d5-4b50-469d-9015-46e0ab892eee;772d6165-7235-4c8d-b567-83ae3ffbd453;6b8a0334-f282-4e5f-bd3e-2f948ab11bd4;10.00;;Sun Dec 07 2025 00:00:00 GMT-0500 (UTC−05:00);;ACTIF;Sun Dec 07 2025 17:20:29 GMT-0500 (UTC−05:00);Sun Dec 07 2025 17:20:29 GMT-0500 (UTC−05:00)
17cf0d47-e583-427b-8c99-0f284b1a883a;64e290a8-bb34-4139-820a-12596ddea6af;6b8a0334-f282-4e5f-bd3e-2f948ab11bd4;23.00;;Sun Dec 07 2025 00:00:00 GMT-0500 (UTC−05:00);;ACTIF;Sun Dec 07 2025 17:20:52 GMT-0500 (UTC−05:00);Sun Dec 07 2025 17:20:52 GMT-0500 (UTC−05:00)
