id;nom;email;telephone;adresse;ville;code_postal;pays;secteur_activite;taille_entreprise;statut;source_prospection;notes;created_at;updated_at;date_derniere_activite;collaborateur_id;created_by;updated_by;numero_contribuable;forme_juridique;effectif;chiffre_affaires;resultat_net;notation;risque_client;groupe_id;est_filiale;latitude;longitude;site_web;linkedin_url;date_creation_entreprise;secteur_geographique;classification_abc;nombre_missions;nombre_opportunites;chiffre_affaires_total;sigle;pays_id;secteur_activite_id;code;raison_sociale;sous_secteur_activite_id;type
ae5836fe-3144-47ed-9d0c-a57a52fc0412;SOCIETE COMMERCIALE DE BANQUE CAMEROUN S.A;;;;;;Cameroun;Bank;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;SCBC;;;;;;CLIENT
05b74643-c583-45c4-b122-e044666ec221;LOXEA S.A;;;;;;Cameroun;Miscellaneous;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;LOXEA;;;;;;CLIENT
2d0696aa-7d2c-459c-adc2-e28d9f0451a1;CFAO TECHNOLOGIES S.A;;;;;;Cameroun;Miscellaneous;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;CFAO;;;;;;CLIENT
46ad2ee3-434e-4e8f-b92a-835ec350ca59;Mutuelles des inspecteur et officiers des Douanes du Cameroun;;;;;;Cameroun;Miscellaneous;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;MIOD;;;;;;CLIENT
f95c3bd0-77bc-4178-8d6d-0e6cf692eff8;DJILO NGASSOP IRENE;;;;;;Cameroun;Government & public sector;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
867156a7-81db-4df3-a2b7-10f475e49b05;SHOW OFF SARL;;;;;;Cameroun;Other industry;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
056c9ef1-9934-44c2-b3ed-0949ecff9c13;AMT CAMEROUN S.A;;;;;;Cameroun;Miscellaneous;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
f3f26b1f-1641-44ca-8144-b9dbc8245098;KIKOT-MBEBE HYDRO POWER COMPANY;;;;;;Cameroun;Energy and Oil & Gas;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;KHPC;;;;;;CLIENT
590d2f21-d1fb-4a1b-a669-d107676dcb65;ADIALEA CAMEROUN S.A;;;;;;Cameroun;Miscellaneous;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;ADIALEA;;;;;;CLIENT
857e1176-aff5-409e-b753-7dd6dfd12315;TSG CAMEROUN S.A;;;;;;Cameroun;Energy and Oil & Gas;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
68f068f3-fcb8-4f47-8240-d6b7637b2294;MEN GROUP;;;;;;Cameroun;Transport & leisure;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
6d8fb652-b7a8-47e2-825f-93823e100c01;J2N CONSEIL SARL;;;;;;Cameroun;Other Financial services;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
232f9909-364f-4599-b749-2f2f6a5f887e;KAKOTEL S.A;;;;;;Cameroun;Technology, media & telecommunications;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;KAKOTEL;;;;;;CLIENT
de6180c3-8ab8-479f-9cca-911bcb92b827;CHINA HARBOUR ENGINEERING COMPANY LTD;;;;;;Cameroun;Miscellaneous;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;CHEC;;;;;;CLIENT
5259f57b-becb-4f5d-b732-a86cade7ab66;AZA Finance;;;;;;Sénégal;Bank;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;EXE TRANSF;;;;;;CLIENT
9f34295b-b095-411a-8857-3d67573018bb;SAMSON BILANGNA;;;;;;Cameroun;Other industry;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
f1580fae-6438-433a-b278-18499ae27545;CAMEROON INTERNATIONALE TRADE SARL;;;;;;Cameroun;Consumer markets;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
527a49f1-8089-46b4-8188-340ff6e6e474;BEST WIN S.A;;;;;;Cameroun;Other Financial services;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;BEST WIN;;;;;;CLIENT
4dbba8ca-0654-4559-be07-8269352653e3;CAMEROON INTERNATIONALE TRADE SARL 2;;;;;;Cameroun;Consumer markets;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
6800521b-d610-4d10-9791-055de88ac662;Advance Maritime Transport;;;;;;Cameroun;Transport & leisure;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;AMT;;;;;;CLIENT
c18bbb3e-2860-4eea-8fa9-60b5dd824bc0;EVERWELL  CAMEROON CABLES AND ENGINEERING S.A;;;;;;Cameroun;Industrial manufacturing;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;EWERWELL;;;;;;CLIENT
73c2ea16-673d-4bcf-854f-40623bdc9e2d;CAMFISH;;;;;;Cameroun;Climate change/Water;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
8b642cc7-1077-4958-87d8-010cd4cbf917;EVERWELL CAMEROUN CABLES and ENGINEERING SA;;;;;;Cameroun;ENR - Power & Utilities;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
eeb7cb0c-2b18-4245-b700-37de56337c64;NGOLLE 4 ISSAC RICHARD;;;;;;Cameroun;Government & public sector;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
f8092efa-8423-4e44-a862-5c298d429ecb;SIGMA INC LTD;;;;;;Cameroun;Other industry;;ACTIF;;;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 14:04:39 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);;;;;;;;;;faible;;false;;;;;;;;0;0;0.00;;;;;;;CLIENT
