id;user_id;business_unit_id;access_level;granted;created_at;updated_at
db91b4b3-ba00-4573-a14c-90a1629141b1;99112327-4439-4e1f-a47a-ff16ff0423ac;aa244e38-ccd6-43b7-9486-fe5721e2d12c;ADMIN;true;Mon Dec 08 2025 06:24:36 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:24:36 GMT-0500 (UTC−05:00)
d11f019c-0954-427e-93f5-0e2b45abfc49;fe094bc0-3360-4215-bdc6-a76b173b1ce2;0753b7de-90ab-447e-bb0e-900bc89a1173;ADMIN;true;Mon Dec 08 2025 06:25:21 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:25:21 GMT-0500 (UTC−05:00)
d433b83a-a05f-472e-80c1-ea95c6ccc222;fe094bc0-3360-4215-bdc6-a76b173b1ce2;d331bcd5-d287-4dfc-bc14-b26b42af187d;ADMIN;true;Mon Dec 08 2025 06:25:32 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:25:32 GMT-0500 (UTC−05:00)
95e49fb9-2f28-4927-8814-b85bdc2cd750;fe094bc0-3360-4215-bdc6-a76b173b1ce2;8a56d116-9c61-4b4f-9940-379100c1fff0;ADMIN;true;Mon Dec 08 2025 06:25:42 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:25:42 GMT-0500 (UTC−05:00)
3b526a89-1e9e-4317-8a12-f260126698df;fe094bc0-3360-4215-bdc6-a76b173b1ce2;67ae65c9-4fca-41d4-a7f0-2fce163b66d5;ADMIN;true;Mon Dec 08 2025 06:25:56 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:25:56 GMT-0500 (UTC−05:00)
f58062fc-99f5-47df-99c1-e7aca91d027b;fe094bc0-3360-4215-bdc6-a76b173b1ce2;e84fa617-92a7-4d13-b381-2a9ddd85e6c9;ADMIN;true;Mon Dec 08 2025 06:26:06 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:26:06 GMT-0500 (UTC−05:00)
e415fd24-49c2-4f36-a6ad-e854bef75c7f;fe094bc0-3360-4215-bdc6-a76b173b1ce2;77c01964-b2d8-4975-8f0f-4b846d5804a8;ADMIN;true;Mon Dec 08 2025 06:26:16 GMT-0500 (UTC−05:00);Mon Dec 08 2025 06:26:16 GMT-0500 (UTC−05:00)
b6b6efed-603e-4a8a-ba3b-466da9e9ad0d;327ccd27-703d-45dc-88f2-daf8e4c94c41;aa244e38-ccd6-43b7-9486-fe5721e2d12c;ADMIN;true;Mon Dec 08 2025 19:37:14 GMT-0500 (UTC−05:00);Mon Dec 08 2025 19:37:14 GMT-0500 (UTC−05:00)
