id;campaign_id;company_id;action_type;action_date;performed_by;comment;attachment_path;created_at
bb59294e-ba1e-49e9-92e2-14fad073ba97;4eee8396-2978-4d54-ba90-b773bf94d80f;696b1d42-7779-46cd-be38-22ec317434b4;DEPOSIT;Mon Dec 08 2025 19:46:55 GMT-0500 (UTC−05:00);02ce1bf8-ac3d-40c9-ad98-ddd682dddd53;courrier déposé;execution_4eee8396-2978-4d54-ba90-b773bf94d80f_696b1d42-7779-46cd-be38-22ec317434b4_1765241215353.jpeg;Mon Dec 08 2025 19:46:55 GMT-0500 (UTC−05:00)
7119d897-887e-4896-832f-c296ca3a68b3;4eee8396-2978-4d54-ba90-b773bf94d80f;696b1d42-7779-46cd-be38-22ec317434b4;UPDATE;Mon Dec 08 2025 20:15:12 GMT-0500 (UTC−05:00);02ce1bf8-ac3d-40c9-ad98-ddd682dddd53;[Relance Email] 08/12/2025 20:15 :  courrier déposé;;Mon Dec 08 2025 20:15:12 GMT-0500 (UTC−05:00)
6122c0be-49ac-4e89-ad39-1d234de8627e;4eee8396-2978-4d54-ba90-b773bf94d80f;696b1d42-7779-46cd-be38-22ec317434b4;DEPOSIT;Mon Dec 08 2025 20:30:58 GMT-0500 (UTC−05:00);02ce1bf8-ac3d-40c9-ad98-ddd682dddd53;[Relance Email] 08/12/2025 20:15 :  courrier déposé;;Mon Dec 08 2025 20:30:58 GMT-0500 (UTC−05:00)
b5ca041d-38df-4b2e-90ed-ed840b69e553;4eee8396-2978-4d54-ba90-b773bf94d80f;d77bd569-7d10-459e-ae0c-cdf14542a62f;DEPOSIT;Mon Dec 08 2025 20:40:11 GMT-0500 (UTC−05:00);02ce1bf8-ac3d-40c9-ad98-ddd682dddd53;[DÉPOSÉ] 08/12/2025 20:40 :  ;execution_4eee8396-2978-4d54-ba90-b773bf94d80f_d77bd569-7d10-459e-ae0c-cdf14542a62f_1765244411149.jpeg;Mon Dec 08 2025 20:40:11 GMT-0500 (UTC−05:00)
42ccb00c-c29f-42c8-ad08-277063ab98f9;4eee8396-2978-4d54-ba90-b773bf94d80f;12b9d258-1d2e-43a2-bad9-016e77e197c0;DEPOSIT;Mon Dec 08 2025 20:43:19 GMT-0500 (UTC−05:00);02ce1bf8-ac3d-40c9-ad98-ddd682dddd53;[DÉPOSÉ] 08/12/2025 20:43 :  ;execution_4eee8396-2978-4d54-ba90-b773bf94d80f_12b9d258-1d2e-43a2-bad9-016e77e197c0_1765244599495.jpeg;Mon Dec 08 2025 20:43:19 GMT-0500 (UTC−05:00)
