id;task_id;mission_type_id;ordre;obligatoire;created_at
9af3846e-24d1-4266-a9bf-8965e61101c4;fd8f0984-6883-4222-9c21-a7bbab4038a0;21b59685-a2aa-4ba5-abf4-efc0e946bd9b;1;true;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
