id;codification;libelle;description;division_id;actif;created_at;updated_at
21b59685-a2aa-4ba5-abf4-efc0e946bd9b;PE;PREVIOUS ENGAGEMENT;Missions migrées;;true;Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 04:23:24 GMT-0500 (UTC−05:00)
